Order_ID,Order_Date,Shipping_Date,Aging,Ship_Mode,Product_Category,Product, Sales ,Quantity,Discount, Profit , Shipping_Cost ,Order_Priority,Customer_ID,Customer_Name,Segment,City,State,Country,Region
HF-2015-3738,1/3/2023,1/9/2023,6,Second Class,Home & Furniture,Shoe Rack, $124.0 ,4,0.03, $29.1 , $2.9 ,Medium,RE-0044719,Pacheco Sayre,Corporate,Mexico City,Distrito Federal,Mexico,North
HF-2015-3783,1/5/2023,1/10/2023,5,Second Class,Home & Furniture,Curtains, $34.0 ,3,0.05, $11.3 , $1.1 ,Medium,IR-0044764,Sims Demir,Consumer,Noblesville,Indiana,United States,Central
HF-2015-3789,1/24/2023,2/2/2023,9,Second Class,Home & Furniture,Umbrellas, $70.0 ,3,0.01, $23.3 , $2.3 ,High,ME-0044770,Howard Blume,Corporate,Alexandria,Al Iskandariyah,Egypt,Africa
HF-2015-3790,1/8/2023,1/9/2023,1,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,1,0.02, $50.3 , $5.0 ,High,WD-0044771,Montgomery Dowd,Consumer,Managua,Managua,Nicaragua,Central
HF-2015-3796,1/7/2023,1/16/2023,9,Second Class,Home & Furniture,Beds, $78.0 ,5,0.02, $15.6 , $1.6 ,Medium,RT-0044777,Wilkinson Rupert,Home Office,Rybinsk,Yaroslavl',Russia,EMEA
HF-2015-3800,1/30/2023,2/8/2023,9,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,2,0.03, $45.0 , $4.5 ,Critical,EE-0044781,Mcguire Mcvee,Consumer,Fairfield,Connecticut,United States,East
HF-2015-3810,1/28/2023,1/31/2023,3,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,2,0.04, $42.4 , $4.2 ,Medium,LE-0044791,Mcdowell Roelle,Consumer,New York City,New York,United States,East
HF-2015-3817,1/1/2023,1/9/2023,8,Second Class,Home & Furniture,Dinning Tables, $119.0 ,4,0.04, $20.0 , $2.0 ,Medium,SH-0044798,Mann Hirsh,Corporate,Pinar del Río,Pinar del Río,Cuba,Caribbean
HF-2015-3819,1/24/2023,1/25/2023,1,Second Class,Home & Furniture,Umbrellas, $70.0 ,4,0.01, $17.5 , $1.8 ,High,WE-0044800,Ray Crowe,Consumer,Grove City,Ohio,United States,East
HF-2015-3837,1/2/2023,1/10/2023,8,Second Class,Home & Furniture,Dinning Tables, $119.0 ,5,0.02, $27.1 , $2.7 ,High,RI-0044818,Weiss Shariari,Consumer,Villa Nueva,Guatemala,Guatemala,Central
HF-2015-3849,1/31/2023,2/7/2023,7,Second Class,Home & Furniture,Umbrellas, $70.0 ,1,0.01, $70.0 , $7.0 ,High,ER-0044830,Terry Frazer,Corporate,Estelí,Estelí,Nicaragua,Central
HF-2015-3868,1/16/2023,1/22/2023,6,Second Class,Home & Furniture,Shoe Rack, $124.0 ,2,0.01, $41.5 , $4.2 ,High,IG-0044849,Bass Ludwig,Consumer,Depok,Yogyakarta,Indonesia,Southeast Asia
HF-2015-3869,1/25/2023,2/4/2023,10,Second Class,Home & Furniture,Umbrellas, $70.0 ,3,0.05, $23.3 , $2.3 ,Critical,CH-0044850,Oliver Dortch,Corporate,Baghdad,Baghdad,Iraq,EMEA
HF-2015-3894,1/10/2023,1/14/2023,4,Second Class,Home & Furniture,Towels, $228.0 ,1,0.01, $145.7 , $14.6 ,High,RT-0044875,Foley Stewart,Consumer,Seattle,Washington,United States,West
HF-2015-3896,1/23/2023,1/29/2023,6,Second Class,Home & Furniture,Beds, $78.0 ,4,0.01, $19.5 , $2.0 ,Critical,NG-0044877,Huff Manning,Consumer,Rasht,Gilan,Iran,EMEA
HF-2015-3899,1/4/2023,1/6/2023,2,Second Class,Home & Furniture,Umbrellas, $70.0 ,4,0.03, $17.5 , $1.8 ,Critical,EY-0044880,Weaver Decherney,Consumer,Lima,Lima (city),Peru,South
HF-2015-3904,1/19/2023,1/25/2023,6,Second Class,Home & Furniture,Towels, $228.0 ,2,0.01, $143.4 , $14.3 ,Medium,TH-0044885,Pace Southworth,Consumer,Harrow,England,United Kingdom,North
HF-2015-3905,1/5/2023,1/10/2023,5,Second Class,Home & Furniture,Sofas, $67.0 ,4,0.05, $16.8 , $1.7 ,Medium,IN-0044886,Ball Hagelstein,Corporate,Kolwezi,Katanga,Democratic Republic of the Congo,Africa
HF-2015-3907,1/4/2023,1/11/2023,7,Second Class,Home & Furniture,Dinning Tables, $119.0 ,3,0.01, $35.4 , $3.5 ,Medium,AM-0044888,Watkins Cunningham,Corporate,Melbourne,Victoria,Australia,Oceania
HF-2015-3920,1/5/2023,1/15/2023,10,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,3,0.05, $33.1 , $3.3 ,High,ON-0044901,Trujillo Sheldon,Consumer,Mildura,Victoria,Australia,Oceania
HF-2015-3921,1/2/2023,1/5/2023,3,Second Class,Home & Furniture,Sofa Covers, $216.0 ,3,0.04, $110.1 , $11.0 ,Medium,WN-0044902,Washington Brown,Corporate,Niamey,Niamey,Niger,Africa
HF-2015-3923,1/10/2023,1/13/2023,3,Second Class,Home & Furniture,Curtains, $34.0 ,5,0.02, $6.8 , $0.7 ,Medium,ON-0044904,Stanley Elliston,Corporate,Halle,Saxony-Anhalt,Germany,Central
HF-2015-3932,1/26/2023,2/3/2023,8,Second Class,Home & Furniture,Bed Sheets, $211.0 ,5,0.02, $109.9 , $11.0 ,High,ER-0044913,Diaz Bühler,Home Office,Kulti,West Bengal,India,Central Asia
HF-2015-3935,1/6/2023,1/15/2023,9,Second Class,Home & Furniture,Sofas, $67.0 ,4,0.03, $16.8 , $1.7 ,Medium,EN-0044916,Hunt Cohen,Consumer,Glasgow,Scotland,United Kingdom,North
HF-2015-3950,1/7/2023,1/17/2023,10,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,2,0.04, $42.4 , $4.2 ,High,EN-0044931,Wall Olsen,Consumer,Tarragona,Catalonia,Spain,South
HF-2015-3960,1/29/2023,2/8/2023,10,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,5,0.02, $39.7 , $4.0 ,High,TT-0044941,Shepard Witt,Consumer,Pleasant Grove,Utah,United States,West
HF-2015-3968,1/10/2023,1/16/2023,6,Second Class,Home & Furniture,Shoe Rack, $124.0 ,5,0.03, $25.4 , $2.5 ,Medium,ER-0044949,Combs Ober,Consumer,Lubumbashi,Katanga,Democratic Republic of the Congo,Africa
HF-2015-3987,1/5/2023,1/13/2023,8,Second Class,Home & Furniture,Dinning Tables, $119.0 ,4,0.04, $20.0 , $2.0 ,High,TT-0044968,Duran Prescott,Consumer,Dalian,Liaoning,China,North Asia
HF-2015-3989,1/10/2023,1/11/2023,1,Second Class,Home & Furniture,Umbrellas, $70.0 ,1,0.03, $70.0 , $7.0 ,Medium,IN-0044970,Peterson Blumstein,Corporate,Aurora,Illinois,United States,Central
HF-2015-3993,1/13/2023,1/19/2023,6,Second Class,Home & Furniture,Curtains, $34.0 ,4,0.02, $8.5 , $0.9 ,High,NI-0044974,Nolan Vittorini,Corporate,Tegucigalpa,Francisco Morazán,Honduras,Central
HF-2015-4019,1/2/2023,1/6/2023,4,Second Class,Home & Furniture,Umbrellas, $70.0 ,1,0.02, $70.0 , $7.0 ,High,ON-0045000,House Stevenson,Home Office,Lahore,Punjab,Pakistan,Central Asia
HF-2015-4040,1/6/2023,1/8/2023,2,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 ,Medium,WE-0045021,Ray Crowe,Consumer,Ocaña,Norte de Santander,Colombia,South
HF-2015-4041,1/10/2023,1/14/2023,4,Second Class,Home & Furniture,Sofa Covers, $216.0 ,1,0.02, $131.7 , $13.2 ,Medium,AM-0045022,Mckee Sundaresam,Home Office,Maracaibo,Zulia,Venezuela,South
HF-2015-4044,1/28/2023,2/2/2023,5,Second Class,Home & Furniture,Towels, $228.0 ,4,0.01, $138.9 , $13.9 ,High,AN-0045025,Buckley Wasserman,Corporate,Chicago,Illinois,United States,Central
HF-2015-4046,1/23/2023,1/27/2023,4,Second Class,Home & Furniture,Beds, $78.0 ,1,0.02, $78.0 , $7.8 ,Critical,IT-0045027,Collins Benoit,Consumer,Dnipropetrovs'k,Dnipropetrovs'k,Ukraine,EMEA
HF-2015-4052,1/10/2023,1/16/2023,6,Second Class,Home & Furniture,Bed Sheets, $211.0 ,2,0.04, $114.1 , $11.4 ,Medium,TO-0045033,Carter Barreto,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,Africa
HF-2015-4061,1/27/2023,2/1/2023,5,Second Class,Home & Furniture,Sofa Covers, $216.0 ,3,0.03, $116.6 , $11.7 ,High,ER-0045042,Rich Ratner,Consumer,Multan,Punjab,Pakistan,Central Asia
HF-2015-4075,1/13/2023,1/22/2023,9,Second Class,Home & Furniture,Sofas, $67.0 ,5,0.02, $13.4 , $1.3 ,Medium,ON-0045056,Collier Mcmahon,Consumer,Soyapango,San Salvador,El Salvador,Central
HF-2015-4078,1/11/2023,1/18/2023,7,Second Class,Home & Furniture,Shoe Rack, $124.0 ,3,0.02, $36.6 , $3.7 ,Critical,DT-0045059,Roach Wendt,Corporate,Brindisi,Apulia,Italy,South
HF-2015-4084,1/19/2023,1/20/2023,1,Second Class,Home & Furniture,Towels, $228.0 ,1,0.01, $145.7 , $14.6 ,Medium,ER-0045065,Whitehead Pelletier,Corporate,Wollongong,New South Wales,Australia,Oceania
HF-2015-4086,1/1/2023,1/11/2023,10,Second Class,Home & Furniture,Beds, $78.0 ,1,0.01, $78.0 , $7.8 ,Critical,NG-0045067,Wiley Pölking,Consumer,Los Angeles,California,United States,West
HF-2015-4104,1/8/2023,1/18/2023,10,Second Class,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 ,Medium,ER-0045085,Nichols Collister,Consumer,Baghdad,Baghdad,Iraq,EMEA
HF-2015-4106,1/6/2023,1/13/2023,7,Second Class,Home & Furniture,Beds, $78.0 ,5,0.05, $15.6 , $1.6 ,Medium,ON-0045087,Matthews Creighton,Corporate,Mejicanos,San Salvador,El Salvador,Central
HF-2015-4112,1/25/2023,2/4/2023,10,Second Class,Home & Furniture,Bed Sheets, $211.0 ,3,0.03, $112.0 , $11.2 ,Medium,KS-0045093,Flores Brooks,Home Office,Albany,Western Australia,Australia,Oceania
HF-2015-4122,1/17/2023,1/27/2023,10,Second Class,Home & Furniture,Bed Sheets, $211.0 ,4,0.01, $122.6 , $12.3 ,Medium,EL-0045103,Velasquez Staebel,Consumer,Vassouras,Rio de Janeiro,Brazil,South
HF-2015-4134,1/25/2023,1/29/2023,4,Second Class,Home & Furniture,Towels, $228.0 ,2,0.05, $125.2 , $12.5 ,Critical,ER-0045115,Pruitt Reiter,Consumer,Quetzaltenango,Quezaltenango,Guatemala,Central
HF-2015-4154,1/2/2023,1/4/2023,2,Second Class,Home & Furniture,Towels, $228.0 ,2,0.02, $138.9 , $13.9 ,High,AS-0045135,Wise Koutras,Corporate,Newark,Ohio,United States,East
HF-2015-4179,1/18/2023,1/25/2023,7,Second Class,Home & Furniture,Umbrellas, $70.0 ,3,0.04, $23.3 , $2.3 ,Medium,NG-0045160,Ramos Chong,Home Office,Budapest,Budapest,Hungary,EMEA
HF-2015-4204,1/30/2023,2/4/2023,5,Second Class,Home & Furniture,Towels, $228.0 ,3,0.03, $127.5 , $12.7 ,High,EL-0045185,Velasquez Staebel,Consumer,San Pedro Sula,Cortés,Honduras,Central
HF-2015-4216,1/10/2023,1/14/2023,4,Second Class,Home & Furniture,Beds, $78.0 ,4,0.05, $19.5 , $2.0 ,High,AN-0045197,Haley Wasserman,Consumer,Jerez de la Frontera,Andalusía,Spain,South
HF-2015-4221,1/9/2023,1/13/2023,4,Second Class,Home & Furniture,Sofa Covers, $216.0 ,1,0.05, $125.2 , $12.5 ,Medium,OX-0045202,Vargas Fox,Consumer,Kano,Kano,Nigeria,Africa
HF-2015-4223,1/22/2023,1/23/2023,1,Second Class,Home & Furniture,Curtains, $34.0 ,2,0.01, $17.0 , $1.7 ,High,AN-0045204,Chen Tillman,Consumer,Munich,Bavaria,Germany,Central
HF-2015-4234,1/2/2023,1/8/2023,6,Second Class,Home & Furniture,Towels, $228.0 ,4,0.05, $102.4 , $10.2 ,Critical,RD-0045215,Ballard Latchford,Consumer,Cairns,Queensland,Australia,Oceania
HF-2015-4268,1/24/2023,1/31/2023,7,Second Class,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 ,High,CH-0045249,May Französisch,Consumer,Quebec,Quebec,Canada,Canada
HF-2015-4270,1/3/2023,1/13/2023,10,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,1,0.05, $46.4 , $4.6 ,Medium,KY-0045251,Donaldson Zandusky,Consumer,Durgapur,West Bengal,India,Central Asia
HF-2015-4299,1/15/2023,1/18/2023,3,Second Class,Home & Furniture,Umbrellas, $70.0 ,4,0.02, $17.5 , $1.8 ,Critical,WN-0045280,Gonzales Brown,Consumer,Shinyanga,Shinyanga,Tanzania,Africa
HF-2015-4306,1/9/2023,1/12/2023,3,Second Class,Home & Furniture,Beds, $78.0 ,3,0.02, $26.0 , $2.6 ,High,ER-0045287,Wagner Crier,Consumer,Cienfuegos,Cienfuegos,Cuba,Caribbean
HF-2015-4331,1/16/2023,1/23/2023,7,Second Class,Home & Furniture,Sofa Covers, $216.0 ,2,0.03, $123.0 , $12.3 ,Medium,IZ-0045312,Gill Kriz,Consumer,São Luís,Maranhão,Brazil,South
HF-2015-4332,1/9/2023,1/19/2023,10,Second Class,Home & Furniture,Bed Sheets, $211.0 ,1,0.01, $128.9 , $12.9 ,High,WE-0045313,Gillespie Zewe,Consumer,Newcastle,New South Wales,Australia,Oceania
HF-2015-4337,1/14/2023,1/17/2023,3,Second Class,Home & Furniture,Dinning Tables, $119.0 ,5,0.02, $27.1 , $2.7 ,Medium,TZ-0045318,Padilla Kunitz,Home Office,Berlin,Berlin,Germany,Central
HF-2015-4343,1/20/2023,1/24/2023,4,Second Class,Home & Furniture,Curtains, $34.0 ,3,0.01, $11.3 , $1.1 ,High,ER-0045324,Douglas Foster,Corporate,Torquay,England,United Kingdom,North
HF-2015-4353,1/7/2023,1/11/2023,4,Second Class,Home & Furniture,Curtains, $34.0 ,4,0.03, $8.5 , $0.9 ,High,RN-0045334,Hansen Eichhorn,Consumer,Montesson,Ile-de-France,France,Central
HF-2015-4382,1/6/2023,1/12/2023,6,Second Class,Home & Furniture,Bed Sheets, $211.0 ,2,0.01, $126.8 , $12.7 ,Medium,ON-0045363,Branch Thornton,Corporate,Valparaíso,Valparaíso,Chile,South
HF-2015-4385,1/14/2023,1/18/2023,4,Second Class,Home & Furniture,Sofas, $67.0 ,3,0.02, $22.3 , $2.2 ,Medium,LE-0045366,Booth Pistole,Consumer,Tallahassee,Florida,United States,South
HF-2015-4392,1/18/2023,1/26/2023,8,Second Class,Home & Furniture,Bed Sheets, $211.0 ,4,0.04, $97.2 , $9.7 ,High,LY-0045373,Winters Shonely,Consumer,London,England,United Kingdom,North
HF-2015-4398,1/24/2023,2/3/2023,10,Second Class,Home & Furniture,Shoe Rack, $124.0 ,4,0.01, $39.0 , $3.9 ,Medium,EE-0045379,Briggs Lee,Consumer,Uskudar,Istanbul,Turkey,EMEA
HF-2015-4408,1/17/2023,1/26/2023,9,Second Class,Home & Furniture,Shoe Rack, $124.0 ,1,0.05, $37.8 , $3.8 ,Critical,TT-0045389,Dodson Talbott,Corporate,Tipitapa,Managua,Nicaragua,Central
HF-2015-4409,1/11/2023,1/12/2023,1,Second Class,Home & Furniture,Umbrellas, $70.0 ,1,0.01, $70.0 , $7.0 ,Medium,ST-0045390,Bullock Prost,Consumer,Detroit,Michigan,United States,Central
HF-2015-4427,1/20/2023,1/24/2023,4,Second Class,Home & Furniture,Dinning Tables, $119.0 ,5,0.01, $33.1 , $3.3 ,Medium,NS-0045408,Hayes Burns,Consumer,Santiago,Santiago,Chile,South
HF-2015-4441,1/17/2023,1/22/2023,5,Second Class,Home & Furniture,Sofa Covers, $216.0 ,5,0.03, $103.6 , $10.4 ,High,RN-0045422,Bentley Zypern,Consumer,Rome,Lazio,Italy,South
HF-2015-4454,1/30/2023,2/3/2023,4,Second Class,Home & Furniture,Towels, $228.0 ,3,0.02, $134.3 , $13.4 ,High,AN-0045435,Vincent Peterman,Home Office,Manila,National Capital,Philippines,Southeast Asia
HF-2015-4457,1/16/2023,1/17/2023,1,Second Class,Home & Furniture,Dinning Tables, $119.0 ,4,0.04, $20.0 , $2.0 ,Critical,AN-0045438,Chapman Donovan,Consumer,Tulancingo,Hidalgo,Mexico,North
HF-2015-4460,1/11/2023,1/21/2023,10,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,1,0.04, $47.7 , $4.8 ,High,KI-0045441,Fitzgerald Klamczynski,Corporate,Henderson,Kentucky,United States,South
HF-2015-4462,1/6/2023,1/14/2023,8,Second Class,Home & Furniture,Bed Sheets, $211.0 ,5,0.02, $109.9 , $11.0 ,Medium,EN-0045443,Hunt Cohen,Consumer,Glasgow,Scotland,United Kingdom,North
HF-2015-4470,1/24/2023,1/28/2023,4,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,4,0.01, $47.7 , $4.8 ,High,RF-0045451,Mejia Waldorf,Corporate,Vienna,Vienna,Austria,Central
HF-2015-4507,1/7/2023,1/9/2023,2,Second Class,Home & Furniture,Dinning Tables, $119.0 ,5,0.04, $15.2 , $1.5 ,Medium,NS-0045488,Vega Hopkins,Corporate,New York City,New York,United States,East
HF-2015-4511,1/19/2023,1/25/2023,6,Second Class,Home & Furniture,Sofa Covers, $216.0 ,2,0.04, $118.7 , $11.9 ,Critical,LY-0045492,Preston Savely,Consumer,Albacete,Castile-La Mancha,Spain,South
HF-2015-4513,1/21/2023,1/27/2023,6,Second Class,Home & Furniture,Curtains, $34.0 ,3,0.01, $11.3 , $1.1 ,Medium,NE-0045494,Lyons Hane,Corporate,Detroit,Michigan,United States,Central
HF-2015-4519,1/2/2023,1/3/2023,1,Second Class,Home & Furniture,Umbrellas, $70.0 ,2,0.04, $35.0 , $3.5 ,High,ES-0045500,Brooks Boyes,Corporate,Homs,Hims,Syria,EMEA
HF-2015-4563,1/5/2023,1/12/2023,7,Second Class,Home & Furniture,Curtains, $34.0 ,1,0.04, $34.0 , $3.4 ,High,IE-0045544,Olson Currie,Home Office,Port Said,Bur Sa'id,Egypt,Africa
HF-2015-4573,1/12/2023,1/16/2023,4,Second Class,Home & Furniture,Curtains, $34.0 ,2,0.05, $17.0 , $1.7 ,High,AS-0045554,Lamb Matthias,Consumer,San Jose,California,United States,West
HF-2015-4577,1/14/2023,1/16/2023,2,Second Class,Home & Furniture,Dinning Tables, $119.0 ,2,0.04, $29.5 , $2.9 ,Medium,AN-0045558,Bradford Noonan,Corporate,Kaunas,Kaunas,Lithuania,EMEA
HF-2015-4580,1/15/2023,1/17/2023,2,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 ,Medium,ES-0045561,Blackwell Rawles,Home Office,San Jose del Monte,Central Luzon,Philippines,Southeast Asia
HF-2015-4582,1/19/2023,1/23/2023,4,Second Class,Home & Furniture,Bed Sheets, $211.0 ,4,0.01, $122.6 , $12.3 ,Medium,RE-0045563,Singleton Mcclure,Consumer,Berlin,Berlin,Germany,Central
HF-2015-4598,1/22/2023,1/26/2023,4,Second Class,Home & Furniture,Shoe Rack, $124.0 ,2,0.05, $31.6 , $3.2 ,Medium,TT-0045579,Gates Moffitt,Corporate,Gap,Provence-Alpes-Côte d'Azur,France,Central
HF-2015-4621,1/15/2023,1/24/2023,9,Second Class,Home & Furniture,Sofa Covers, $216.0 ,5,0.04, $92.8 , $9.3 ,Medium,ER-0045602,Mcmillan Weimer,Corporate,Choluteca,Choluteca,Honduras,Central
HF-2015-4635,1/9/2023,1/13/2023,4,Second Class,Home & Furniture,Sofas, $67.0 ,5,0.03, $13.4 , $1.3 ,Medium,KY-0045616,Holman Zandusky,Corporate,Albury,New South Wales,Australia,Oceania
HF-2015-4638,1/12/2023,1/22/2023,10,Second Class,Home & Furniture,Shoe Rack, $124.0 ,1,0.02, $41.5 , $4.2 ,Medium,DI-0045619,Anderson Andreadi,Consumer,Villa Canales,Guatemala,Guatemala,Central
HF-2015-4658,1/21/2023,1/24/2023,3,Second Class,Home & Furniture,Shoe Rack, $124.0 ,3,0.02, $36.6 , $3.7 ,Medium,KY-0045639,Cantu Zandusky,Corporate,Medan,Sumatera Utara,Indonesia,Southeast Asia
HF-2015-4663,1/31/2023,2/6/2023,6,Second Class,Home & Furniture,Curtains, $34.0 ,4,0.01, $8.5 , $0.9 ,Medium,AM-0045644,Watkins Cunningham,Corporate,Medina,Al Madinah,Saudi Arabia,EMEA
HF-2015-4686,1/28/2023,2/6/2023,9,Second Class,Home & Furniture,Beds, $78.0 ,1,0.04, $78.0 , $7.8 ,Medium,TT-0045667,Hutchinson Prescott,Corporate,Kinshasa,Kinshasa,Democratic Republic of the Congo,Africa
HF-2015-4707,1/27/2023,2/1/2023,5,Second Class,Home & Furniture,Dinning Tables, $119.0 ,1,0.04, $34.2 , $3.4 ,Medium,KA-0045688,Deleon Pisteka,Corporate,Bochum,North Rhine-Westphalia,Germany,Central
HF-2015-4714,1/22/2023,2/1/2023,10,Second Class,Home & Furniture,Towels, $228.0 ,2,0.03, $134.3 , $13.4 ,High,LL-0045695,Marshall Carroll,Consumer,Nowra,New South Wales,Australia,Oceania
HF-2015-4721,1/3/2023,1/9/2023,6,Second Class,Home & Furniture,Sofa Covers, $216.0 ,4,0.04, $101.4 , $10.1 ,High,ON-0045702,Mccoy Duston,Home Office,Annaba,Annaba,Algeria,Africa
HF-2015-4748,1/17/2023,1/19/2023,2,Second Class,Home & Furniture,Shoe Rack, $124.0 ,4,0.03, $29.1 , $2.9 ,Medium,AY-0045729,Morrow Murray,Home Office,Bogor,Jawa Barat,Indonesia,Southeast Asia
HF-2015-4770,1/27/2023,2/3/2023,7,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,1,0.02, $50.3 , $5.0 ,High,ME-0045751,Howard Blume,Corporate,Suwon,Gyeonggi,South Korea,North Asia
HF-2015-4781,1/25/2023,2/3/2023,9,Second Class,Home & Furniture,Sofa Covers, $216.0 ,5,0.02, $114.4 , $11.4 ,High,AN-0045762,Morales Chapman,Home Office,Dublin,Dublin,Ireland,North
HF-2015-4791,1/14/2023,1/24/2023,10,Second Class,Home & Furniture,Sofa Covers, $216.0 ,5,0.03, $103.6 , $10.4 ,Medium,IG-0045772,Bass Ludwig,Consumer,Piotrkow Trybunalski,Lodz,Poland,EMEA
HF-2015-4795,1/26/2023,2/2/2023,7,Second Class,Home & Furniture,Sofas, $67.0 ,2,0.05, $33.5 , $3.4 ,High,DI-0045776,Anderson Andreadi,Consumer,Bialystok,Podlaskie,Poland,EMEA
HF-2015-4796,1/8/2023,1/9/2023,1,Second Class,Home & Furniture,Beds, $78.0 ,3,0.01, $26.0 , $2.6 ,High,NN-0045777,Morris Bergmann,Corporate,Likasi,Katanga,Democratic Republic of the Congo,Africa
HF-2015-4812,1/22/2023,2/1/2023,10,Second Class,Home & Furniture,Bed Sheets, $211.0 ,3,0.03, $112.0 , $11.2 ,Critical,ER-0045793,Curtis Fuller,Consumer,Brasília,Federal District,Brazil,South
HF-2015-4817,1/5/2023,1/10/2023,5,Second Class,Home & Furniture,Dinning Tables, $119.0 ,4,0.03, $24.7 , $2.5 ,Medium,AS-0045798,Holloway Lucas,Consumer,San Martín,Cuscatlán,El Salvador,Central
HF-2015-4823,1/7/2023,1/9/2023,2,Second Class,Home & Furniture,Curtains, $34.0 ,4,0.05, $8.5 , $0.9 ,Medium,LL-0045804,Booker Russell,Consumer,Zapopan,Jalisco,Mexico,North
HF-2015-4824,1/31/2023,2/5/2023,5,Second Class,Home & Furniture,Towels, $228.0 ,5,0.04, $102.4 , $10.2 ,Medium,RI-0045805,Nixon Shariari,Consumer,Francisco Beltrão,Parana,Brazil,South
HF-2015-4825,1/5/2023,1/6/2023,1,Second Class,Home & Furniture,Sofas, $67.0 ,5,0.05, $13.4 , $1.3 ,Medium,SE-0045806,Acosta Morse,Corporate,Tlalnepantla,México,Mexico,North
HF-2015-4828,1/28/2023,2/7/2023,10,Second Class,Home & Furniture,Shoe Rack, $124.0 ,2,0.03, $36.6 , $3.7 ,High,NS-0045809,Palmer Collins,Consumer,Baghdad,Baghdad,Iraq,EMEA
HF-2015-4830,1/24/2023,2/2/2023,9,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,1,0.01, $51.7 , $5.2 ,Critical,EY-0045811,Stone Cooley,Consumer,Los Angeles,California,United States,West
HF-2015-4836,1/2/2023,1/7/2023,5,Second Class,Home & Furniture,Beds, $78.0 ,5,0.02, $15.6 , $1.6 ,Medium,WN-0045817,Simmons Brown,Corporate,León,Guanajuato,Mexico,North
HF-2015-4838,1/22/2023,1/26/2023,4,Second Class,Home & Furniture,Shoe Rack, $124.0 ,5,0.03, $25.4 , $2.5 ,Medium,RR-0045819,Peters Derr,Corporate,Hobart,Tasmania,Australia,Oceania
HF-2015-4847,1/29/2023,2/2/2023,4,Second Class,Home & Furniture,Dinning Tables, $119.0 ,3,0.04, $24.7 , $2.5 ,High,AY-0045828,Morrow Murray,Home Office,Rancagua,O'Higgins,Chile,South
HF-2015-4849,1/18/2023,1/20/2023,2,Second Class,Home & Furniture,Umbrellas, $70.0 ,1,0.02, $70.0 , $7.0 ,Medium,CH-0045830,Johnston Ducich,Consumer,Detroit,Michigan,United States,Central
HF-2015-4864,1/6/2023,1/11/2023,5,Second Class,Home & Furniture,Towels, $228.0 ,1,0.01, $145.7 , $14.6 ,High,NN-0045845,Bruce Nunn,Home Office,Huntsville,Alabama,United States,South
HF-2015-4872,1/25/2023,2/4/2023,10,Second Class,Home & Furniture,Bed Sheets, $211.0 ,4,0.01, $122.6 , $12.3 ,Critical,AN-0045853,Morrison Edelman,Consumer,Philadelphia,Pennsylvania,United States,East
HF-2015-4877,1/22/2023,1/26/2023,4,Second Class,Home & Furniture,Dinning Tables, $119.0 ,2,0.05, $27.1 , $2.7 ,Medium,PS-0045858,Olsen Phelps,Corporate,Mumbai,Maharashtra,India,Central Asia
HF-2015-4896,1/22/2023,1/28/2023,6,Second Class,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 ,Critical,IN-0045877,Davis Akin,Consumer,Montreuil,Ile-de-France,France,Central
HF-2015-4900,1/21/2023,1/28/2023,7,Second Class,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 ,Medium,ER-0045881,Jennings Gardner,Consumer,Caloundra,Queensland,Australia,Oceania
HF-2015-4914,1/16/2023,1/22/2023,6,Second Class,Home & Furniture,Towels, $228.0 ,5,0.01, $136.6 , $13.7 ,Medium,IS-0045895,Barton Mathis,Consumer,Le Havre,Upper Normandy,France,Central
HF-2015-4918,1/5/2023,1/7/2023,2,Second Class,Home & Furniture,Shoe Rack, $124.0 ,5,0.01, $37.8 , $3.8 ,Medium,IN-0045899,Barker Haberlin,Corporate,Vilnius,Vilnius,Lithuania,EMEA
HF-2015-4926,1/22/2023,1/26/2023,4,Second Class,Home & Furniture,Beds, $78.0 ,1,0.04, $78.0 , $7.8 ,Medium,BS-0045907,Joseph Jacobs,Home Office,Santiago de los Caballeros,Santiago,Dominican Republic,Caribbean
HF-2015-4928,1/29/2023,1/30/2023,1,Second Class,Home & Furniture,Shoe Rack, $124.0 ,3,0.02, $36.6 , $3.7 ,Medium,ES-0045909,Gonzalez Barnes,Consumer,Miguel Hidalgo,Distrito Federal,Mexico,North
